index,original_normalized,شماره سوره,شماره آیه,predicted_sure
2##187,احل لكم ليله الصيام الرفث الي نسائكم هن لباس لكم و انتم لباس لهن علم الله انكم كنتم تختانون انفسكم فتاب عليكم و عفا عنكم فالان باشروهن و ابتغوا ما كتب الله لكم و كلوا و اشربوا حتي يتبين لكم الخيط الابيض من الخيط الاسود من الفجر ثم اتموا الصيام الي الليل و لا تباشروهن و انتم عاكفون في المساجد تلك حدود الله فلا تقربوها كذلك يبين الله اياته للناس لعلهم يتقون,2,187,7
2##188,و لا تاكلوا اموالكم بينكم بالباطل و تدلوا بها الي الحكام لتاكلوا فريقا من اموال الناس بالاثم و انتم تعلمون,2,188,4
2##189,يسالونك عن الاهله قل هي مواقيت للناس و الحج و ليس البر بان تاتوا البيوت من ظهورها و لكن البر من اتقي و اتوا البيوت من ابوابها و اتقوا الله لعلكم تفلحون,2,189,16
2##190,و قاتلوا في سبيل الله الذين يقاتلونكم و لا تعتدوا ان الله لا يحب المعتدين,2,190,2
2##191,و اقتلوهم حيث ثقفتموهم و اخرجوهم من حيث اخرجوكم و الفتنه اشد من القتل و لا تقاتلوهم عند المسجد الحرام حتي يقاتلوكم فيه فان قاتلوكم فاقتلوهم كذلك جزا الكافرين,2,191,2
2##192,فان انتهوا فان الله غفور رحيم,2,192,2
2##193,و قاتلوهم حتي لا تكون فتنه و يكون الدين لله فان انتهوا فلا عدوان الا علي الظالمين,2,193,2
2##194,الشهر الحرام بالشهر الحرام و الحرمات قصاص فمن اعتدي عليكم فاعتدوا عليه بمثل ما اعتدي عليكم و اتقوا الله و اعلموا ان الله مع المتقين,2,194,2
2##195,و انفقوا في سبيل الله و لا تلقوا بايديكم الي التهلكه و احسنوا ان الله يحب المحسنين,2,195,2
2##196,و اتموا الحج و العمره لله فان احصرتم فما استيسر من الهدي و لا تحلقوا ر وسكم حتي يبلغ الهدي محله فمن كان منكم مريضا او به اذي من راسه ففديه من صيام او صدقه او نسك فاذا امنتم فمن تمتع بالعمره الي الحج فما استيسر من الهدي فمن لم يجد فصيام ثلاثه ايام في الحج و سبعه اذا رجعتم تلك عشره كامله ذلك لمن لم يكن اهله حاضري المسجد الحرام و اتقوا الله و اعلموا ان الله شديد العقاب,2,196,9
2##197,الحج اشهر معلومات فمن فرض فيهن الحج فلا رفث و لا فسوق و لا جدال في الحج و ما تفعلوا من خير يعلمه الله و تزودوا فان خير الزاد التقوي و اتقون يا اولي الالباب,2,197,2
2##198,ليس عليكم جناح ان تبتغوا فضلا من ربكم فاذا افضتم من عرفات فاذكروا الله عند المشعر الحرام و اذكروه كما هداكم و ان كنتم من قبله لمن الضالين,2,198,2
2##199,ثم افيضوا من حيث افاض الناس و استغفروا الله ان الله غفور رحيم,2,199,2
2##200,فاذا قضيتم مناسككم فاذكروا الله كذكركم ابا كم او اشد ذكرا فمن الناس من يقول ربنا اتنا في الدنيا و ما له في الاخره من خلاق,2,200,2
2##201,و منهم من يقول ربنا اتنا في الدنيا حسنه و في الاخره حسنه و قنا عذاب النار,2,201,2
2##202,اولئك لهم نصيب مما كسبوا و الله سريع الحساب,2,202,36
2##203,و اذكروا الله في ايام معدودات فمن تعجل في يومين فلا اثم عليه و من تاخر فلا اثم عليه لمن اتقي و اتقوا الله و اعلموا انكم اليه تحشرون,2,203,2
2##204,و من الناس من يعجبك قوله في الحياه الدنيا و يشهد الله علي ما في قلبه و هو الد الخصام,2,204,22
2##205,و اذا تولي سعي في الارض ليفسد فيها و يهلك الحرث و النسل و الله لا يحب الفساد,2,205,2
2##206,و اذا قيل له اتق الله اخذته العزه بالاثم فحسبه جهنم و لبئس المهاد,2,206,5
2##207,و من الناس من يشري نفسه ابتغا مرضاه الله و الله ر وف بالعباد,2,207,2
2##208,يا ايها الذين امنوا ادخلوا في السلم كافه و لا تتبعوا خطوات الشيطان انه لكم عدو مبين,2,208,2
2##209,فان زللتم من بعد ما جا تكم البينات فاعلموا ان الله عزيز حكيم,2,209,2
2##210,هل ينظرون الا ان ياتيهم الله في ظلل من الغمام و الملائكه و قضي الامر و الي الله ترجع الامور,2,210,2
2##211,سل بني اسرائيل كم اتيناهم من ايه بينه و من يبدل نعمه الله من بعد ما جا ته فان الله شديد العقاب,2,211,10
2##212,زين للذين كفروا الحياه الدنيا و يسخرون من الذين امنوا و الذين اتقوا فوقهم يوم القيامه و الله يرزق من يشا بغير حساب,2,212,2
2##213,كان الناس امه واحده فبعث الله النبيين مبشرين و منذرين و انزل معهم الكتاب بالحق ليحكم بين الناس فيما اختلفوا فيه و ما اختلف فيه الا الذين اوتوه من بعد ما جا تهم البينات بغيا بينهم فهدي الله الذين امنوا لما اختلفوا فيه من الحق باذنه و الله يهدي من يشا الي صراط مستقيم,2,213,2
2##214,ام حسبتم ان تدخلوا الجنه و لما ياتكم مثل الذين خلوا من قبلكم مستهم الباسا و الضرا و زلزلوا حتي يقول الرسول و الذين امنوا معه متي نصر الله الا ان نصر الله قريب,2,214,2
2##215,يسالونك ما ذا ينفقون قل ما انفقتم من خير فللوالدين و الاقربين و اليتامي و المساكين و ابن السبيل و ما تفعلوا من خير فان الله به عليم,2,215,2
2##216,كتب عليكم القتال و هو كره لكم و عسي ان تكرهوا شيئا و هو خير لكم و عسي ان تحبوا شيئا و هو شر لكم و الله يعلم و انتم لا تعلمون,2,216,2
2##217,يسالونك عن الشهر الحرام قتال فيه قل قتال فيه كبير و صد عن سبيل الله و كفر به و المسجد الحرام و اخراج اهله منه اكبر عند الله و الفتنه اكبر من القتل و لا يزالون يقاتلونكم حتي يردوكم عن دينكم ان استطاعوا و من يرتدد منكم عن دينه فيمت و هو كافر فاولئك حبطت اعمالهم في الدنيا و الاخره و اولئك اصحاب النار هم فيها خالدون,2,217,2
2##218,ان الذين امنوا و الذين هاجروا و جاهدوا في سبيل الله اولئك يرجون رحمه الله و الله غفور رحيم,2,218,2
2##219,يسالونك عن الخمر و الميسر قل فيهما اثم كبير و منافع للناس و اثمهما اكبر من نفعهما و يسالونك ما ذا ينفقون قل العفو كذلك يبين الله لكم الايات لعلكم تتفكرون,2,219,2
2##220,في الدنيا و الاخره و يسالونك عن اليتامي قل اصلاح لهم خير و ان تخالطوهم فاخوانكم و الله يعلم المفسد من المصلح و لو شا الله لاعنتكم ان الله عزيز حكيم,2,220,2
2##221,و لا تنكحوا المشركات حتي يومن و لامه مومنه خير من مشركه و لو اعجبتكم و لا تنكحوا المشركين حتي يومنوا و لعبد مومن خير من مشرك و لو اعجبكم اولئك يدعون الي النار و الله يدعو الي الجنه و المغفره باذنه و يبين اياته للناس لعلهم يتذكرون,2,221,2
2##222,و يسالونك عن المحيض قل هو اذي فاعتزلوا النسا في المحيض و لا تقربوهن حتي يطهرن فاذا تطهرن فاتوهن من حيث امركم الله ان الله يحب التوابين و يحب المتطهرين,2,222,2
2##223,نساوكم حرث لكم فاتوا حرثكم اني شئتم و قدموا لانفسكم و اتقوا الله و اعلموا انكم ملاقوه و بشر المومنين,2,223,2
